book name,review title,reviewer,reviewer rating,review description,date,ASIN,title length,Rank,book price,rating,author,year of publication,genre,first_name,last_name,count genre,day,month,year,season,quarter,title sentiment result,desc sentiment result,year diff
"a court of thorns and roses (a court of thorns and roses, 1)",ஐbeauty and the beast meets faerie ஐ,robin snyder,3,"ஐbeauty and the beast meets faerie ஐ – i should adore this but overall it was just okay. there are things i totally loved about this story, but they are marred by the things that didn’t quite work out for me and so what i’m left with is feeling in the middle where i didn’t love it but i didn’t hate it either.i’m a huge fan of beauty and the beast retellings or most fairytales actually, but belle is my absolute favorite heroine because she is smart, reads and doesn’t fall head over heels for the first pretty face that happens along. she and i could totally be bffs. then there is the fae. now i’m not a big expert on faerie stories or anything like that, but i find the fae to be totally interesting creatures and usually like it when they are incorporated into stories. instead if this being a magical mashup that made the story soar to new heights of awesome i found myself seeing some serious sour notes that disjointed the story and made it feel clunky.the stuff i totally loved –✧ - tamlin and his faerie world - there are some really interesting descriptions of the time spent at the his manor. the lake full of starlight, the manor, the art and his court cursed to all be in masks. tamlin is completely likable right from the near beginning.✧lucien – he is a spunky guy full of vim and vinegar that fayre has a lot of fun verbally sparring with and getting into general trouble. he is also a great friend to tamlin and i love the brotherly bound between them. while lucien has an easy way with people he is working hard to help his friend find the right way to woo fayre.✧ the love story – i enjoyed the time tamlin and feyre were getting to know each other and the tentative flirting the best. i really wish there was maybe just a little more time spent on it as it was the basis for the last 40% of the book.“my father once told me that i should let my sisters imagine a better life—a better world. and i told him that there was no such thing.” i ran my thumb over his mouth, marveling, and shook my head. “i never understood—because i couldn’t … couldn’t believe that it was even possible.” i swallowed, lowering my hand. “until now.”✧ the ‘tasks’ – i like the idea behind completing some challenges to prove your worth and love. i liked even more that it was feyre the girl who had to do this instead of prince charming. it was a nice twist to a normal fairytale.✧ - the curse – while not particularly a fan of the fact the curse made tamlin and his court all have to wear masks (since i really thought it would have been better if they all had to remain in animal form) i did like the final symmetry and cruelty of the curse. it was different and i totally respect that, it was a truly fae curse in the level of cruelty behind it.✧ rhysand – was my favorite character and i’ll totally admit i’m still not sure what exactly i think of him. i will say this though, he is the most interesting character in the book whether he is playing on the side of good or evil….well you will have to make your own decision on that. but i seriously hoping the next book is about him.as this is the start of a new series i will give it some leeway at getting started. there are some really fun parts to the story and even though it is a bit clunky at times i still got to a point when they are ‘under the mountain’ that i needed to get through the story to see how it all worked out and this is where the story mostly stayed on the like side of the line.the stuff that missed the mark:✦ - when writing about a well-established lore i think there are some things that perhaps the reader will ‘accept’ or ‘not accept’ based on how important or ingrained it is or the story the author puts with the lore change. based on my various readings there are a few things about fantasy creatures that are ingrained into me. i know that➜ vampires – drink blood, can’t be in the sun and die by a wooden stake through the heart➜ werewolves – silver bullets, shifting (of some kind), full moon➜ fae – immortal tricksters, can’t lie➜ zombie – human dead, eat fleshi’m not going to say the maas changed the fae lore so much that she *stephanie meyer’d* it but she pretty much made a change to the fae lore equivalent to making vampires sparkle in the sunlight. it isn’t quite a deal breaker for me, but i’m not a fan of that particular lore twist either.✦ it pains me to say this but feyre and i didn’t get along until about 75% of the way through the book. she does so many stupid things that honestly i went from really liking her in the very beginning of the story to being completely annoyed with her.she began strong and independent with a family to support and i really liked that she wasn’t your typical virgin heroine. she hunted for her family and was the main supporter. not conventionally educated she still came across as bright and strong.after ending up in tamlin’s court and promising to stay the first thing feyre tries to do is escape, when tamlin assures her that he has seen to her family’s comfort she pouts and tries to find a way to escape again. she puts herself in dangerous situations without much thought in these attempts and really it was slightly tiresome.“weren’t you warned to keep your wits about you?” tamlin snapped. “that your human senses would betray you?”he stepped beyond me and let out a snarl so vicious that whatever the thing was by the gates shimmered with light and darted out as fast as lightning streaking through the dark. “fool,” he said to me, turning. “if you’re ever going to run away, at least do it in the daytime.”i liked her a little more after she calmed down and decided to stay but the damage was done and she never made much headway with me again until toward the very end of the book when she became much more likable.✦the curse –( yes i know that it is up in the like part as well, you get +5 points because you noticed) - the story made it seem like it was so horrible to be cursed to wear the masks but honestly i thought it made tamlin hotter instead of diminished. masks are sexy i don’t care who you are just think about it zorro, phantom of the opera, a slew of superheroes and….the dread pirate robertstamlin had a beast form so i thought it would have worked possibly better if she had to fall in love with only his personality. just an opinion.✦the ‘rite’ – there is a moment in the book where there is a spring festival. i’m not a prude i swear but it really bothered me how that played out. the whole scene made me feel a little strange and i really wasn’t sure what to do with my feelings about it. maybe if i knew some other fae stories and knew that was what ‘the rite’ of spring was i wouldn’t have minded but i was not prepared. on a good note i was happy that it didn’t have any negative residual affects between feyre and tamlin.overall thoughts:sometimes at the beginning of a new series you can’t see the big picture and that is why the first book of it might fall a little flat for you. i will say that when i read throne of glass it was just an okay book for me as well but then i loved both crown of midnight and heir of fire. i’m hoping that is also the case with this series.based on how the book ended i have some really high hopes for the next book of this series. if you like fairytale retellings or faerie stories then i say still give this one a go. if anyone can deliver a stronger second book to a series it is maas so i’m not concerned and think she could be off to a solid start.begs sarah j. maas to have the next book be about rhysand and dare i hope for it..….nesta",08-05-2015,1635575567,7,23,8.89,4.6,sarah j. maas,2015,"fantasy, romance, young adult, fiction, new adult, fae",sarah,j. maas,8,8,5,2015,Spring,2,Nötr,Pozitif,0
"a court of thorns and roses (a court of thorns and roses, 1)","detailed to an excessive degree, but plot is good.",adrea crosby,4,"i’ve read books 1-3 in this series, and despite the plot being great (especially between the two main lovebirds in book 2), i don’t plan to keep reading. the chronic excessive explanation with surroundings in the environment and feelings, almost worded as if taken from poetry books to a point of where it doesn’t even make sense sometimes, just keeps taking away from enjoying the plot already. i just want to get to the point of what matters between characters, and though it’s normal to have it drawn out in most fictional relationships to keep the suspense, this series just did it too much for my liking. took way to long for the story to finally bring to light what the heck is going on between az and mor, only for it to not even be that “out there” of a reason, they’ve existed for hundreds of years and still haven’t found a way to talk about her real reasons for not wanting him? poor az, that’s just damn cruel and cowardly of mor. this is a great series, but it’s definitely for the younger mind. when the interesting scenes between the 2 main lovebirds starting getting less and less…interest to read last two books gone. there were a lot of gray areas between the different characters relationships, in a way my mind got tired of trying to figure out how they really perceive one another. 4 stars because the plot is still good, not 5 because the depth of connection between characters felt constantly side tracked instead of being put first.",26-10-2023,1635575567,9,23,8.89,4.6,sarah j. maas,2015,"fantasy, romance, young adult, fiction, new adult, fae",sarah,j. maas,8,26,10,2023,Autumn,4,Pozitif,Pozitif,8
"a court of thorns and roses (a court of thorns and roses, 1)",doesn’t deserve the hate,shay,5,"okay so... i might lost some of my favorite critics over this because i know a lot of you weren’t a fan of this book. and i have some pretty intense feelings about some of the biggest criticisms lmao. i will talk about some flaws with the book still, as no book is perfect. but for the most part i really loved it. there will be rants. i have alot to say. sooo here we go before i lose my nerve lmao.my main petty annoyance: the fact that tamlin uses his paws the same way a human uses hands even when he’s in beast form lol. there i said it. now let’s move on to hopefully not my most controversial review ever. i feel like i’m supposed to hate maas and her writing. but i don’t. i really love what she did here.characters:feyre:i really don’t get the hate. maybe she gets worse later. maybe. but people hate her in this book too and i don’t get why. she was meh to me. i admired her in some ways and hated her in others. i loved her heart, and how often she let it guide her even if it resulted in her ignoring everything anyone told her. which yes- did annoy me sometimes. but it wasn’t that bad.now we get to the fun part.tamlin and rhyes (similar thoughts on both)-oh my god. the reasons you guys hate this dude are absurd in this book. every single thing i was told to look out for and that would start me into hating him was ridiculous. i genuinely believe you guys just don’t ship him and feyre so that makes him immediately sooo horrible. same for the rhyes haters.you guys have to stop inserting in a fantasy setting and acting like any of the decisions made are simple. both of them are great in their own way- and both had feyres interest in mind in my opinion. the questionable things they do, because yes there are some...are either for show to save feyre and everyone else. it’s all so obviously calculated and here you guys are trying to critique it like they’re events that happened over tea in a totally normal world with nothing intense or life threatening going on around them. just why.i’m team rhys just because i like him a little more- and i love the way he thinks and speaks. but i also love tamlin and am still rooting for him to be happy.i think they’re both fleshed out brilliantly and have many layers that i can’t wait to uncover. they both have scars and they both have really unfortunate situations that are eating away at them that make them who they are. i’m just saying... think about the alternative that could happen if they didn’t make some of their questionable choices.they wouldn’t have done half the stuff they did for this one human... if they didn’t truly care.villain-well she’s like not very nice lol so of course i don’t like her and i’m not rooting for her but...idk i put her here because i did kind of have a problem with how stupid she seemed to be for someone who was supposed to be cunning. she let certain people get away with way too much, and didn’t seem to notice or care. it was strange because then she would just randomly turn into a brutal witch out of nowhere but then let certain things happen other times. i’m sure some of it was her calculating but... still. it seemed a little weak.she’s bitter, brutal and interesting. the ring, will probably haunt my nightmares. she just wasn’t as developed.lucien-i don’t want him with feyre but i just wanted to say... despite me liking tam and rhyes... lucien will forever be my babe. i love him the most. he’s so complex and he’s been through so much.he’s witty, intelligent, and overall just cares about people even when he pretends he doesn’t. i want nothing but greatness for him lol. his story is heart breaking as well.the rest- this story is filled with intriguing, misunderstood, and terrifying creatures. no complaints there.her family- feyres family is on my poop list. but i don’t hate nesta even now as some of you seem to. maybe i’m a mean bitter person... idk.the plot-like every plot it has both weak and strong points. i loved seeing the world unfold, and getting to see a good chunk of it before the action started.i did think the twist with the masks and how convenient all of the events were was well... convenient....while it did lead to the most exciting parts, i felt like the point of it was kinda glossed over and the explanation for why things were how they are wasn’t too important to the story.but it came over decently- and the ending wasn’t terrible. so i’m happy.i still got the magical yet unsettling experience i wanted. and i can’t wait to see more of this world.i really feel like it’s just the cool thing to hate maas and these books now. but i don’t see them as problematic as a lot of people seem to. i had an incredibly enjoyable time reading them, and i saw the reasons behind the words .think what you want about me because of that lol. i will not defend myself for not seeing the issues other people see. i will be continuing.",26-02-2021,1635575567,4,23,8.89,4.6,sarah j. maas,2015,"fantasy, romance, young adult, fiction, new adult, fae",sarah,j. maas,8,26,2,2021,Winter,1,Negatif,Pozitif,6
"world of eric carle, around the farm 30-button animal sound book - great for first words - pi kids",kids love eric carle!,maria o.,5,"eric carle is a beloved author in the library world. children love his stories, especially the ones that include interactive elements like animal noises. for my animal story time with preschoolers at the library, i always choose his books first. they are a hit with the kids!",02-11-2023,1450805752,4,26,9.43,4.8,editors of publications international,2013,"childrens, activities, crafts, games",editors,of publications international,4,2,11,2023,Autumn,4,Pozitif,Pozitif,10
"world of eric carle, around the farm 30-button animal sound book - great for first words - pi kids",what a fun book - lovely sounds and pictures,donna,5,"granddaughters 2 & 4 loved this book as our bedtime routine for a week. they took turns pushing the buttons, giggling, smiling, laughing as i read and turned the pages. they would do the animal sounds also. we all had our favorites. 2 year old would keep the book and continue to play in bed until she fell asleep with the book. absolutely loved the book. i however made the mistake of letting her have it in bed. i forgot she sometimes plays destructo. - well the pages did not survive. she is also excellent at getting price tags and stickers off boxes, games, books - anything. i am so sad - but have the memories of all the giggles and fun we had. if the girls spend extending time - i would rebuy and tell her the book goes to bed with nana!!!!!!",15-09-2023,1450805752,9,26,9.43,4.8,editors of publications international,2013,"childrens, activities, crafts, games",editors,of publications international,4,15,9,2023,Autumn,3,Pozitif,Pozitif,10
"world of eric carle, around the farm 30-button animal sound book - great for first words - pi kids",one of my autistic son's favorite books,hedgecom22,5,"my son who has severe autism loves this farm animal book with buttons. we look for button books for him that have some educational value. this animal sounds book is one of his favorites. he loves farm animals and the different sounds they make. the animal sounds with this book are realistic. the volume is just right. the quality of the paper for the pages is a little thin for a children's book in my opinion, but not terrible. we've had to use packaging tape to repair this book a few times over the course of several months, although our son can be pretty rough with books. a version of this book with board book pages and buttons would be ideal for the toddler and preschool age groups.",24-09-2023,1450805752,7,26,9.43,4.8,editors of publications international,2013,"childrens, activities, crafts, games",editors,of publications international,4,24,9,2023,Autumn,3,Pozitif,Pozitif,10
"world of eric carle, around the farm 30-button animal sound book - great for first words - pi kids",great product,amazon customer,5,my 2 year old loves farm animals and this book is so perfect. it is worth the money which was not too expensive... i loved it...,28-10-2023,1450805752,2,26,9.43,4.8,editors of publications international,2013,"childrens, activities, crafts, games",editors,of publications international,4,28,10,2023,Autumn,4,Pozitif,Pozitif,10
"world of eric carle, around the farm 30-button animal sound book - great for first words - pi kids",fun book,amazon customer,5,my two year old loves the animal sounds and matching the sounds to the correct animal on the page,30-10-2023,1450805752,2,26,9.43,4.8,editors of publications international,2013,"childrens, activities, crafts, games",editors,of publications international,4,30,10,2023,Autumn,4,Pozitif,Pozitif,10
"world of eric carle, around the farm 30-button animal sound book - great for first words - pi kids",toddler loves it! not sturdy though,a. k. p.,4,"my 18 month old loves this book! i personally love that the sentences are more complex than “the duck goes quack” or “the horse goes neigh”. rather, the book describes “the duck waddles to and fro” or “the horse gallops in the field.” which helps expand their vocabulary.the buttons are a little hard to press for her little fingers, but she’s figuring out how to use her thumb instead. i docked a star because the pages tore a little too easily for my tot, but then again, she is at the age to be a little rough.",04-10-2023,1450805752,6,26,9.43,4.8,editors of publications international,2013,"childrens, activities, crafts, games",editors,of publications international,4,4,10,2023,Autumn,4,Pozitif,Pozitif,10
"world of eric carle, around the farm 30-button animal sound book - great for first words - pi kids",book as expected,kalesha,5,"this book is such a great book for kids, especially with the different animals noises.",01-11-2023,1450805752,3,26,9.43,4.8,editors of publications international,2013,"childrens, activities, crafts, games",editors,of publications international,4,1,11,2023,Autumn,4,Nötr,Pozitif,10
"world of eric carle, around the farm 30-button animal sound book - great for first words - pi kids",animal sound book,john shalack,5,nice for little children.buttons play the different animal sounds.,04-11-2023,1450805752,3,26,9.43,4.8,editors of publications international,2013,"childrens, activities, crafts, games",editors,of publications international,4,4,11,2023,Autumn,4,Nötr,Pozitif,10
"world of eric carle, around the farm 30-button animal sound book - great for first words - pi kids",book,vicki casone-bertok,5,great for a 2 year old. excellent christmas gift,06-11-2023,1450805752,1,26,9.43,4.8,editors of publications international,2013,"childrens, activities, crafts, games",editors,of publications international,4,6,11,2023,Autumn,4,Nötr,Pozitif,10
"world of eric carle, around the farm 30-button animal sound book - great for first words - pi kids",great for toddlers,rogerio,5,my grandson thoroughly enjoys looking at the book and listening to me or his parents read it with him.,27-10-2023,1450805752,3,26,9.43,4.8,editors of publications international,2013,"childrens, activities, crafts, games",editors,of publications international,4,27,10,2023,Autumn,4,Pozitif,Pozitif,10
"goodnight, goodnight construction site (board book for toddlers, children's board book)",great book. damaged during shipping,a.b.318,5,"this is a great book for toddlers. the copy i received seemed to be damaged while shipping, but because if the sale price it wouldn't be worthwhile to return it. it wasn't a lot of damage, just on the cover, but just enough it won't be giftable.",03-11-2023,1452111731,5,27,3.78,4.9,sherri duskey rinker,2011,"picture book, cars and trucks",sherri,duskey rinker,5,3,11,2023,Autumn,4,Pozitif,Pozitif,12
"goodnight, goodnight construction site (board book for toddlers, children's board book)","cute story, very durable material!",amazon customer,5,"our son loves this bedtime story. it is so cute!! it’s small, easy to pack on trips. the hardback is durable as our son is prone to pull and chew on things. highly recommend!",21-10-2023,1452111731,5,27,3.78,4.9,sherri duskey rinker,2011,"picture book, cars and trucks",sherri,duskey rinker,5,21,10,2023,Autumn,4,Pozitif,Pozitif,12
"goodnight, goodnight construction site (board book for toddlers, children's board book)",love it,maggie,5,i purchased the entire series when kids were little and we enjoyed the books for years. i just got this one as a board book for a friend’s son. i am sure he will love it as much as we did.,13-10-2023,1452111731,2,27,3.78,4.9,sherri duskey rinker,2011,"picture book, cars and trucks",sherri,duskey rinker,5,13,10,2023,Autumn,4,Pozitif,Pozitif,12
"goodnight, goodnight construction site (board book for toddlers, children's board book)",great book for 3year old,denise m. broussard,5,my three year old grandson loves this book! it’s his most requested at bedtime!,27-10-2023,1452111731,5,27,3.78,4.9,sherri duskey rinker,2011,"picture book, cars and trucks",sherri,duskey rinker,5,27,10,2023,Autumn,4,Pozitif,Pozitif,12
"goodnight, goodnight construction site (board book for toddlers, children's board book)",very cute book,rc,5,my son loves this book. he’s 9 months old and smiles every time i read this book to him. definitely recommend this book. 10/10,21-10-2023,1452111731,3,27,3.78,4.9,sherri duskey rinker,2011,"picture book, cars and trucks",sherri,duskey rinker,5,21,10,2023,Autumn,4,Pozitif,Pozitif,12
"goodnight, goodnight construction site (board book for toddlers, children's board book)",boys,katrina,5,my little boy loves this book,27-10-2023,1452111731,1,27,3.78,4.9,sherri duskey rinker,2011,"picture book, cars and trucks",sherri,duskey rinker,5,27,10,2023,Autumn,4,Nötr,Pozitif,12
"goodnight, goodnight construction site (board book for toddlers, children's board book)",so adorable,andrea kay,5,my boyfriend works construction so i got this book for our baby and it’s so cute and educational on his job!,21-10-2023,1452111731,2,27,3.78,4.9,sherri duskey rinker,2011,"picture book, cars and trucks",sherri,duskey rinker,5,21,10,2023,Autumn,4,Pozitif,Pozitif,12
"goodnight, goodnight construction site (board book for toddlers, children's board book)",my sons favorite,caitlin,5,my 2 year old son is obsessed with this book! he wants to read it every night before bed,17-10-2023,1452111731,3,27,3.78,4.9,sherri duskey rinker,2011,"picture book, cars and trucks",sherri,duskey rinker,5,17,10,2023,Autumn,4,Pozitif,Negatif,12
"goodnight, goodnight construction site (board book for toddlers, children's board book)",cute,kendyllynn,5,got for my son. super cute book!,24-10-2023,1452111731,1,27,3.78,4.9,sherri duskey rinker,2011,"picture book, cars and trucks",sherri,duskey rinker,5,24,10,2023,Autumn,4,Pozitif,Pozitif,12
"goodnight, goodnight construction site (board book for toddlers, children's board book)",book,margaret zahalka,5,"it was a gift and he does read this every night, of all his books he picks this one !",16-10-2023,1452111731,1,27,3.78,4.9,sherri duskey rinker,2011,"picture book, cars and trucks",sherri,duskey rinker,5,16,10,2023,Autumn,4,Nötr,Pozitif,12
the leaf thief: (the perfect fall book for children and toddlers),seasons / fall book for young kids,starryb,5,adorable book that my 3 year olds love. great way to talk about fall (and winter) and the change of seasons in general. cute story that holds their attention. not too short but not crazy long either. nice illustrations.,02-11-2023,1728235200,7,28,10.39,4.8,alice hemming,2021,childrens,alice,hemming,1,2,11,2023,Autumn,4,Nötr,Pozitif,2
the leaf thief: (the perfect fall book for children and toddlers),humorous read aloud,annamarie,4,"my 5 and 3 year old really enjoyed the book and asked me to read it to them over and over. such a cute squirrel character who is baffled by the leaves disappearing and his friend the bird who is reasonable and tries to help him understand his leaves are not being stolen at all, that this misunderstanding of the squirrel’s comes back year after year. it has a very cute ending that sparked conversations for me and my kiddos. definitely a fun read aloud for kids.",24-10-2023,1728235200,3,28,10.39,4.8,alice hemming,2021,childrens,alice,hemming,1,24,10,2023,Autumn,4,Pozitif,Pozitif,2
the leaf thief: (the perfect fall book for children and toddlers),all good things!,michelle,5,my students loved this story and there are tons of activities and materials online that can be used along with the book!,04-11-2023,1728235200,3,28,10.39,4.8,alice hemming,2021,childrens,alice,hemming,1,4,11,2023,Autumn,4,Pozitif,Pozitif,2
the leaf thief: (the perfect fall book for children and toddlers),love it,loue,5,such a beautiful book and a sweet story for the fall and the beginning of the winter !,06-11-2023,1728235200,2,28,10.39,4.8,alice hemming,2021,childrens,alice,hemming,1,6,11,2023,Autumn,4,Pozitif,Pozitif,2
the leaf thief: (the perfect fall book for children and toddlers),funny for all ages,lkr,5,everyone needs this in their library. the squirm takes the reader on an adventure as he learns about fall. this had our whole family laughing and is a book we keep coming back to!,23-10-2023,1728235200,4,28,10.39,4.8,alice hemming,2021,childrens,alice,hemming,1,23,10,2023,Autumn,4,Pozitif,Pozitif,2
the leaf thief: (the perfect fall book for children and toddlers),definitely for 2-5 yo,ls,5,"ordered this book to read to my 5 and 9yo and definitely felt like it was a little too young for them. came back to look at the listing and see it’s recommended for 2-5yo which seems accurate. some books have more longevity, but i don’t think this is one of them. otherwise, a very cute book!",11-10-2023,1728235200,4,28,10.39,4.8,alice hemming,2021,childrens,alice,hemming,1,11,10,2023,Autumn,4,Pozitif,Pozitif,2
the leaf thief: (the perfect fall book for children and toddlers),what a cute story!!,freedomlifesolutions2016,5,i saw this in a store and took a moment to read it....absolutely adorable! (did purchase it from amazon) i even read it to my husband and teenage daughter for fun and they enjoyed it as well....although the grandkids liked it the best :0),11-10-2023,1728235200,4,28,10.39,4.8,alice hemming,2021,childrens,alice,hemming,1,11,10,2023,Autumn,4,Pozitif,Pozitif,2
the leaf thief: (the perfect fall book for children and toddlers),perfect children's book for fall,booklover,5,this book is so cute! my kids and i all enjoyed it.,31-10-2023,1728235200,5,28,10.39,4.8,alice hemming,2021,childrens,alice,hemming,1,31,10,2023,Autumn,4,Pozitif,Pozitif,2
the leaf thief: (the perfect fall book for children and toddlers),love it,josephine jones,5,"my 2 year old son loves this book, honestly it would be good for all ages. just a super cute book!",19-10-2023,1728235200,2,28,10.39,4.8,alice hemming,2021,childrens,alice,hemming,1,19,10,2023,Autumn,4,Pozitif,Pozitif,2
the leaf thief: (the perfect fall book for children and toddlers),one of our favorite children’s fall themed books,brittany durichek,5,"such a cute book about a confused squirrel (i can relate) about who is taking his prized leaves, and a community of animals who patiently help him realize its not as bad as what he is thinking it could be. love it!",30-09-2023,1728235200,8,28,10.39,4.8,alice hemming,2021,childrens,alice,hemming,1,30,9,2023,Autumn,3,Pozitif,Pozitif,2
